Category,Items,Quantity,Restaurant,Route,Date,Destination Address,,,,,,,,,,,,,,,,, 
SAUCE,Chicken Breast Marinade 1 x 18.5oz,2,D008,Route 1,2/17/2022,225 Liberty St.,,,,,,,,,,,,,,,,,
SAUCE,Candied Walnuts 2021 1 x 2lb,1,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
SAUCE,Candied Walnuts 2021 1 x 2lb,2,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
SAUCE,Candied Walnuts 2021 1 x 2lb,1,D032,Route V,2/17/2022,127 4th ave,,,,,,,,,,,,,,,,,
SAUCE,Candied Walnuts 2021 1 x 2lb,1,D011,Route 3,2/17/2022,16 E 23rd St.,,,,,,,,,,,,,,,,,
SAUCE,Candied Walnuts 2021 1 x 2lb,1,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
SAUCE,Candied Walnuts 2021 1 x 2lb,2,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
SAUCE,Candied Walnuts 2021 1 x 2lb,1,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
SAUCE,Candied Walnuts 2021 1 x 2lb,2,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
SAUCE,Candied Walnuts 2021 1 x 2lb,1,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
SAUCE,Candied Walnuts 2021 1 x 2lb,2,D002,Route 2,2/17/2022,80 Pine St.,,,,,,,,,,,,,,,,,
SAUCE,Candied Walnuts 2021 1 x 2lb,1,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Candied Walnuts 2021 1 x 2lb,2,D027,Route 1,2/17/2022,709 Lexington Ave.,,,,,,,,,,,,,,,,,
SAUCE,"Pepper, Pickled 1 x 1gal",1,D007,Route 3,2/17/2022,2884 Broadway,,,,,,,,,,,,,,,,,
SAUCE,"Pepper, Pickled 1 x 1gal",1,D032,Route V,2/17/2022,127 4th ave,,,,,,,,,,,,,,,,,
SAUCE,"Pepper, Pickled 1 x 1gal",1,D011,Route 3,2/17/2022,16 E 23rd St.,,,,,,,,,,,,,,,,,
SAUCE,"Pepper, Pickled 1 x 1gal",1,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
SAUCE,"Pepper, Pickled 1 x 1gal",1,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
SAUCE,"Pepper, Pickled 1 x 1gal",1,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
SAUCE,"Pepper, Pickled 1 x 1gal",1,D002,Route 2,2/17/2022,80 Pine St.,,,,,,,,,,,,,,,,,
SAUCE,"Pepper, Pickled 1 x 1gal",1,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
SAUCE,"Pepper, Pickled 1 x 1gal",1,D008,Route 1,2/17/2022,225 Liberty St.,,,,,,,,,,,,,,,,,
SAUCE,"Horseradish, Prepared 1 x 1gal",1,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
SAUCE,"Horseradish, Prepared 1 x 1gal",1,D007,Route 3,2/17/2022,2884 Broadway,,,,,,,,,,,,,,,,,
SAUCE,"Horseradish, Prepared 1 x 1gal",1,D011,Route 3,2/17/2022,16 E 23rd St.,,,,,,,,,,,,,,,,,
SAUCE,"Horseradish, Prepared 1 x 1gal",1,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
SAUCE,"Horseradish, Prepared 1 x 1gal",1,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
SAUCE,"Horseradish, Prepared 1 x 1gal",1,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Thyme Oil 1 x 1gal,1,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
SAUCE,Thyme Oil 1 x 1gal,1,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
SAUCE,Thyme Oil 1 x 1gal,1,D007,Route 3,2/17/2022,2884 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Thyme Oil 1 x 1gal,1,D032,Route V,2/17/2022,127 4th ave,,,,,,,,,,,,,,,,,
SAUCE,Thyme Oil 1 x 1gal,1,D011,Route 3,2/17/2022,16 E 23rd St.,,,,,,,,,,,,,,,,,
SAUCE,Thyme Oil 1 x 1gal,1,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
SAUCE,Thyme Oil 1 x 1gal,1,D010,Route 1,2/17/2022,1178 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Thyme Oil 1 x 1gal,1,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
SAUCE,Thyme Oil 1 x 1gal,3,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
SAUCE,Thyme Oil 1 x 1gal,2,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
SAUCE,Thyme Oil 1 x 1gal,1,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
SAUCE,Thyme Oil 1 x 1gal,1,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
SAUCE,Thyme Oil 1 x 1gal,1,R001,Route V,2/17/2022,286 Madison Ave,,,,,,,,,,,,,,,,,
SAUCE,Thyme Oil 1 x 1gal,2,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Thyme Oil 1 x 1gal,1,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
DELETE,"Tomato, Heirloom, Cherry 10 x 1lb",1,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
DELETE,"Tomato, Heirloom, Cherry 10 x 1lb",1,D032,Route V,2/17/2022,127 4th ave,,,,,,,,,,,,,,,,,
DELETE,"Tomato, Heirloom, Cherry 10 x 1lb",1,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
DELETE,"Tomato, Heirloom, Cherry 10 x 1lb",1,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
DELETE,"Tomato, Heirloom, Cherry 10 x 1lb",1,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
DELETE,"Tomato, Heirloom, Cherry 10 x 1lb",1,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
DELETE,"Tomato, Heirloom, Cherry 10 x 1lb",1,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
DELETE,"Tomato, Heirloom, Cherry 10 x 1lb",1,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
DELETE,"Tomato, Heirloom, Cherry 10 x 1lb",1,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
DELETE,Brussels Sprout 25 x 1lb,3,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
DELETE,Brussels Sprout 25 x 1lb,3,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
DELETE,Brussels Sprout 25 x 1lb,1,D007,Route 3,2/17/2022,2884 Broadway,,,,,,,,,,,,,,,,,
DELETE,Brussels Sprout 25 x 1lb,3,D032,Route V,2/17/2022,127 4th ave,,,,,,,,,,,,,,,,,
DELETE,Brussels Sprout 25 x 1lb,3,D011,Route 3,2/17/2022,16 E 23rd St.,,,,,,,,,,,,,,,,,
DELETE,Brussels Sprout 25 x 1lb,5,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
DELETE,Brussels Sprout 25 x 1lb,3,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
DELETE,Brussels Sprout 25 x 1lb,2,D010,Route 1,2/17/2022,1178 Broadway,,,,,,,,,,,,,,,,,
DELETE,Brussels Sprout 25 x 1lb,4,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
DELETE,Brussels Sprout 25 x 1lb,4,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
DELETE,Brussels Sprout 25 x 1lb,3,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
DELETE,Brussels Sprout 25 x 1lb,3,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
DELETE,Brussels Sprout 25 x 1lb,2,D002,Route 2,2/17/2022,80 Pine St.,,,,,,,,,,,,,,,,,
DELETE,Brussels Sprout 25 x 1lb,3,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
DELETE,Brussels Sprout 25 x 1lb,3,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
DELETE,Brussels Sprout 25 x 1lb,4,D008,Route 1,2/17/2022,225 Liberty St.,,,,,,,,,,,,,,,,,
DELETE,Brussels Sprout 25 x 1lb,2,D027,Route 1,2/17/2022,709 Lexington Ave.,,,,,,,,,,,,,,,,,
DELETE,"Potato, Sweet 40 x 1lb",4,D032,Route V,2/17/2022,127 4th ave,,,,,,,,,,,,,,,,,
SAUCE,Candied Cashew 1 x 3lb,2,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
SAUCE,Candied Cashew 1 x 3lb,5,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
SAUCE,Candied Cashew 1 x 3lb,1,D007,Route 3,2/17/2022,2884 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Candied Cashew 1 x 3lb,2,D011,Route 3,2/17/2022,16 E 23rd St.,,,,,,,,,,,,,,,,,
SAUCE,Candied Cashew 1 x 3lb,3,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
SAUCE,Candied Cashew 1 x 3lb,1,D010,Route 1,2/17/2022,1178 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Candied Cashew 1 x 3lb,2,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
SAUCE,Candied Cashew 1 x 3lb,2,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
SAUCE,Candied Cashew 1 x 3lb,2,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
SAUCE,Candied Cashew 1 x 3lb,2,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
SAUCE,Candied Cashew 1 x 3lb,1,D002,Route 2,2/17/2022,80 Pine St.,,,,,,,,,,,,,,,,,
SAUCE,Candied Cashew 1 x 3lb,2,R001,Route V,2/17/2022,286 Madison Ave,,,,,,,,,,,,,,,,,
SAUCE,Candied Cashew 1 x 3lb,2,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Candied Cashew 1 x 3lb,1,D034,Route V,2/17/2022,127 4th Ave,,,,,,,,,,,,,,,,,
SAUCE,Candied Cashew 1 x 3lb,1,D008,Route 1,2/17/2022,225 Liberty St.,,,,,,,,,,,,,,,,,
SAUCE,Candied Cashew 1 x 3lb,2,D027,Route 1,2/17/2022,709 Lexington Ave.,,,,,,,,,,,,,,,,,
,"Apple, Honeycrisp 40 x 1lb",1,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
DELETE,"Onion, Red, Peeled 25 x 1lb",2,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
DELETE,"Onion, Red, Peeled 25 x 1lb",1,D007,Route 3,2/17/2022,2884 Broadway,,,,,,,,,,,,,,,,,
DELETE,"Onion, Red, Peeled 25 x 1lb",3,D032,Route V,2/17/2022,127 4th ave,,,,,,,,,,,,,,,,,
DELETE,"Onion, Red, Peeled 25 x 1lb",1,D011,Route 3,2/17/2022,16 E 23rd St.,,,,,,,,,,,,,,,,,
DELETE,"Onion, Red, Peeled 25 x 1lb",1,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
DELETE,"Onion, Red, Peeled 25 x 1lb",1,D010,Route 1,2/17/2022,1178 Broadway,,,,,,,,,,,,,,,,,
DELETE,"Onion, Red, Peeled 25 x 1lb",2,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
DELETE,"Onion, Red, Peeled 25 x 1lb",2,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
DELETE,"Onion, Red, Peeled 25 x 1lb",1,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
DELETE,"Onion, Red, Peeled 25 x 1lb",1,D002,Route 2,2/17/2022,80 Pine St.,,,,,,,,,,,,,,,,,
DELETE,"Onion, Red, Peeled 25 x 1lb",2,R001,Route V,2/17/2022,286 Madison Ave,,,,,,,,,,,,,,,,,
DELETE,"Onion, Red, Peeled 25 x 1lb",1,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
REPACKED,Mizuna Greens Mix 3 x 1lb,1,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
REPACKED,Mizuna Greens Mix 3 x 1lb,1,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
REPACKED,Mizuna Greens Mix 3 x 1lb,1,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
REPACKED,Mizuna Greens Mix 3 x 1lb,1,D007,Route 3,2/17/2022,2884 Broadway,,,,,,,,,,,,,,,,,
REPACKED,Mizuna Greens Mix 3 x 1lb,1,D032,Route V,2/17/2022,127 4th ave,,,,,,,,,,,,,,,,,
REPACKED,Mizuna Greens Mix 3 x 1lb,1,D011,Route 3,2/17/2022,16 E 23rd St.,,,,,,,,,,,,,,,,,
REPACKED,Mizuna Greens Mix 3 x 1lb,1,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
REPACKED,Mizuna Greens Mix 3 x 1lb,1,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
REPACKED,Mizuna Greens Mix 3 x 1lb,1,D009,Route 2,2/17/2022,80 Broad St.,,,,,,,,,,,,,,,,,
REPACKED,Mizuna Greens Mix 3 x 1lb,1,D010,Route 1,2/17/2022,1178 Broadway,,,,,,,,,,,,,,,,,
REPACKED,Mizuna Greens Mix 3 x 1lb,1,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
REPACKED,Mizuna Greens Mix 3 x 1lb,1,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
REPACKED,Mizuna Greens Mix 3 x 1lb,1,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
REPACKED,Mizuna Greens Mix 3 x 1lb,1,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
REPACKED,Mizuna Greens Mix 3 x 1lb,1,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
REPACKED,Mizuna Greens Mix 3 x 1lb,1,D002,Route 2,2/17/2022,80 Pine St.,,,,,,,,,,,,,,,,,
REPACKED,Mizuna Greens Mix 3 x 1lb,1,R001,Route V,2/17/2022,286 Madison Ave,,,,,,,,,,,,,,,,,
REPACKED,Mizuna Greens Mix 3 x 1lb,1,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
REPACKED,Mizuna Greens Mix 3 x 1lb,1,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
REPACKED,Mizuna Greens Mix 3 x 1lb,1,D034,Route V,2/17/2022,127 4th Ave,,,,,,,,,,,,,,,,,
REPACKED,Mizuna Greens Mix 3 x 1lb,1,D008,Route 1,2/17/2022,225 Liberty St.,,,,,,,,,,,,,,,,,
REPACKED,Mizuna Greens Mix 3 x 1lb,1,D027,Route 1,2/17/2022,709 Lexington Ave.,,,,,,,,,,,,,,,,,
CHEMICAL,"Cut Guide, Tofu 1 x 1each",1,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
CHEMICAL,"Cut Guide, Tofu 1 x 1each",2,D008,Route 1,2/17/2022,225 Liberty St.,,,,,,,,,,,,,,,,,
SAUCE,Spicy Lime Leaf Dressing 1 x 64oz,1,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
SAUCE,Spicy Lime Leaf Dressing 1 x 64oz,2,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
SAUCE,Spicy Lime Leaf Dressing 1 x 64oz,1,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
SAUCE,Spicy Lime Leaf Dressing 1 x 64oz,1,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
SAUCE,Spicy Lime Leaf Dressing 1 x 64oz,1,R001,Route V,2/17/2022,286 Madison Ave,,,,,,,,,,,,,,,,,
SAUCE,Caesar Dressing 1 x 1gal,1,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
SAUCE,Caesar Dressing 1 x 1gal,4,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
SAUCE,Caesar Dressing 1 x 1gal,1,D032,Route V,2/17/2022,127 4th ave,,,,,,,,,,,,,,,,,
SAUCE,Caesar Dressing 1 x 1gal,2,D011,Route 3,2/17/2022,16 E 23rd St.,,,,,,,,,,,,,,,,,
SAUCE,Caesar Dressing 1 x 1gal,3,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
SAUCE,Caesar Dressing 1 x 1gal,1,D010,Route 1,2/17/2022,1178 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Caesar Dressing 1 x 1gal,2,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
SAUCE,Caesar Dressing 1 x 1gal,3,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
SAUCE,Caesar Dressing 1 x 1gal,2,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
SAUCE,Caesar Dressing 1 x 1gal,3,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
SAUCE,Caesar Dressing 1 x 1gal,2,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
SAUCE,Caesar Dressing 1 x 1gal,2,D002,Route 2,2/17/2022,80 Pine St.,,,,,,,,,,,,,,,,,
SAUCE,Caesar Dressing 1 x 1gal,2,R001,Route V,2/17/2022,286 Madison Ave,,,,,,,,,,,,,,,,,
SAUCE,Caesar Dressing 1 x 1gal,2,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Caesar Dressing 1 x 1gal,1,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Caesar Dressing 1 x 1gal,2,D008,Route 1,2/17/2022,225 Liberty St.,,,,,,,,,,,,,,,,,
SAUCE,Maple-Honey Sriracha (Hot Honey) 1 x 1gal,1,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
SAUCE,Maple-Honey Sriracha (Hot Honey) 1 x 1gal,2,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
SAUCE,Maple-Honey Sriracha (Hot Honey) 1 x 1gal,2,D032,Route V,2/17/2022,127 4th ave,,,,,,,,,,,,,,,,,
SAUCE,Maple-Honey Sriracha (Hot Honey) 1 x 1gal,1,D011,Route 3,2/17/2022,16 E 23rd St.,,,,,,,,,,,,,,,,,
SAUCE,Maple-Honey Sriracha (Hot Honey) 1 x 1gal,3,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
SAUCE,Maple-Honey Sriracha (Hot Honey) 1 x 1gal,2,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
SAUCE,Maple-Honey Sriracha (Hot Honey) 1 x 1gal,1,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
SAUCE,Maple-Honey Sriracha (Hot Honey) 1 x 1gal,1,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
SAUCE,Maple-Honey Sriracha (Hot Honey) 1 x 1gal,2,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
SAUCE,Maple-Honey Sriracha (Hot Honey) 1 x 1gal,1,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
SAUCE,Maple-Honey Sriracha (Hot Honey) 1 x 1gal,2,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
SAUCE,Maple-Honey Sriracha (Hot Honey) 1 x 1gal,2,D002,Route 2,2/17/2022,80 Pine St.,,,,,,,,,,,,,,,,,
SAUCE,Maple-Honey Sriracha (Hot Honey) 1 x 1gal,1,R001,Route V,2/17/2022,286 Madison Ave,,,,,,,,,,,,,,,,,
SAUCE,Maple-Honey Sriracha (Hot Honey) 1 x 1gal,2,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Maple-Honey Sriracha (Hot Honey) 1 x 1gal,1,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Maple-Honey Sriracha (Hot Honey) 1 x 1gal,2,D008,Route 1,2/17/2022,225 Liberty St.,,,,,,,,,,,,,,,,,
SAUCE,Maple-Honey Sriracha (Hot Honey) 1 x 1gal,1,D027,Route 1,2/17/2022,709 Lexington Ave.,,,,,,,,,,,,,,,,,
SAUCE,Sweet Potato Marinade 1 x 1gal,1,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
SAUCE,Sweet Potato Marinade 1 x 1gal,2,D032,Route V,2/17/2022,127 4th ave,,,,,,,,,,,,,,,,,
SAUCE,Sweet Potato Marinade 1 x 1gal,1,D011,Route 3,2/17/2022,16 E 23rd St.,,,,,,,,,,,,,,,,,
SAUCE,Sweet Potato Marinade 1 x 1gal,1,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
SAUCE,Sweet Potato Marinade 1 x 1gal,1,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
SAUCE,Sweet Potato Marinade 1 x 1gal,1,D009,Route 2,2/17/2022,80 Broad St.,,,,,,,,,,,,,,,,,
SAUCE,Sweet Potato Marinade 1 x 1gal,1,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
SAUCE,Sweet Potato Marinade 1 x 1gal,1,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
SAUCE,Sweet Potato Marinade 1 x 1gal,1,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
SAUCE,Sweet Potato Marinade 1 x 1gal,1,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Sweet Potato Marinade 1 x 1gal,2,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Sweet Potato Marinade 1 x 1gal,1,D027,Route 1,2/17/2022,709 Lexington Ave.,,,,,,,,,,,,,,,,,
DELETE,Cauliflower 26 x 1lb,4,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
DELETE,Cauliflower 26 x 1lb,7,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
DELETE,Cauliflower 26 x 1lb,5,D007,Route 3,2/17/2022,2884 Broadway,,,,,,,,,,,,,,,,,
DELETE,Cauliflower 26 x 1lb,4,D032,Route V,2/17/2022,127 4th ave,,,,,,,,,,,,,,,,,
DELETE,Cauliflower 26 x 1lb,4,D011,Route 3,2/17/2022,16 E 23rd St.,,,,,,,,,,,,,,,,,
DELETE,Cauliflower 26 x 1lb,7,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
DELETE,Cauliflower 26 x 1lb,6,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
DELETE,Cauliflower 26 x 1lb,2,D009,Route 2,2/17/2022,80 Broad St.,,,,,,,,,,,,,,,,,
DELETE,Cauliflower 26 x 1lb,2,D010,Route 1,2/17/2022,1178 Broadway,,,,,,,,,,,,,,,,,
DELETE,Cauliflower 26 x 1lb,2,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
DELETE,Cauliflower 26 x 1lb,4,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
DELETE,Cauliflower 26 x 1lb,6,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
DELETE,Cauliflower 26 x 1lb,3,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
DELETE,Cauliflower 26 x 1lb,2,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
DELETE,Cauliflower 26 x 1lb,3,R001,Route V,2/17/2022,286 Madison Ave,,,,,,,,,,,,,,,,,
DELETE,Cauliflower 26 x 1lb,4,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
DELETE,Cauliflower 26 x 1lb,6,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
DELETE,Cauliflower 26 x 1lb,4,D034,Route V,2/17/2022,127 4th Ave,,,,,,,,,,,,,,,,,
DELETE,Cauliflower 26 x 1lb,5,D008,Route 1,2/17/2022,225 Liberty St.,,,,,,,,,,,,,,,,,
DELETE,Cauliflower 26 x 1lb,3,D027,Route 1,2/17/2022,709 Lexington Ave.,,,,,,,,,,,,,,,,,
SAUCE,Sriracha Sauce 1 x 1gal,1,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
SAUCE,Sriracha Sauce 1 x 1gal,2,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
SAUCE,Sriracha Sauce 1 x 1gal,1,D032,Route V,2/17/2022,127 4th ave,,,,,,,,,,,,,,,,,
SAUCE,Sriracha Sauce 1 x 1gal,2,D011,Route 3,2/17/2022,16 E 23rd St.,,,,,,,,,,,,,,,,,
SAUCE,Sriracha Sauce 1 x 1gal,2,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
SAUCE,Sriracha Sauce 1 x 1gal,2,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
SAUCE,Sriracha Sauce 1 x 1gal,2,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
SAUCE,Sriracha Sauce 1 x 1gal,2,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
SAUCE,Sriracha Sauce 1 x 1gal,2,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
SAUCE,Sriracha Sauce 1 x 1gal,2,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
SAUCE,Sriracha Sauce 1 x 1gal,1,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
